Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsZgorzBohA,KpBydgBerlinga,KpGrudzStar,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSBuja6119,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockPKN,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkJasloWIOSSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,Pm.01w.02m,Pm.63.wDSAa,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlTarnoTarn_litew,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,WpWKPKalisz007/10,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
5/5/2014 0:00,13,8.9,22,14.2,14.3,8.2,27.2,12,15.3,6.8,16,21,11,12,11.6,25.1,14.5,10.3,12,11.7,14,17,,15,16,15,19.3,9.07,14.18,,11.98,20,14,5.8,8.66,11.5,13.9,11.2,,,8,20,10.62,18.5,13.43,26,30,20,30,27,19,17,15,33,10.554858,5.170537,8.847564,3.81,14.3,19.4,13.56,12.11,10.59,8.74
5/6/2014 0:00,15,12.2,25,17.6,12.8,9.9,13.8,11,11.4,12.1,9,16,13,14,21.8,12.4,24.4,16.3,14.1,13.7,16,25,14,16,23,17,14.17,14.01,17.09,11.43,12.16,19,22,10.8,15.34,15.8,15,15.3,,5,11,13,19.22,25.05,16.87,16,43,40,31,42,29,36,17,,9.826758,13.750118,10.046946,5.52,24.6,29.6,19.17,20.45,23.7,18.65
5/7/2014 0:00,11,8.2,14,13.1,8.3,12.1,17,12.5,11.5,12.5,16,34,17,15,18.4,20.2,18.9,13,10,9.7,14,24,16,24,22,17,12.53,17.42,19.81,18.51,18.88,17,19,17.6,21.3,12.8,13.8,15.8,,10,14,18,15.43,24.3,19.77,13,21,22,18,32,15,21,21,24,13.104729,13.857726,15.511575,11.76,17.8,18.9,16.06,11.97,17.82,15.12
5/8/2014 0:00,9,,8.1,8.5,6.7,14.4,14.3,10.2,10.9,11.2,14,13,12,10,13.3,16.2,14.9,10.5,8.4,7.6,8,15,18,11,14,13,20.16,,14.73,14.15,14.88,11,9,14.4,21.75,7.52,9.04,12.9,10.6,8,9,,15.89,17.23,15.06,13,17,12,12,22,13,17,13,16,12.193568,13.280815,12.574091,9.94,11.3,14.4,13.35,12.89,13.62,12.44
5/9/2014 0:00,7,5.9,7.2,8.2,5.1,9.8,12.4,9.2,12.6,8.2,11,15,8,10,11.3,15.3,14.5,9.6,6.9,7.1,9,16,,12,11,19,16.1,,13.82,11.79,12.89,8,7,11.7,17.14,9.33,15.3,12.8,10.3,10,8,15,11.69,15.96,13.6,15,20,16,13,21,,17,12,18,11.288326,8.998189,7.957502,9.87,10.8,10.2,,9.39,9.92,9.24
5/10/2014 0:00,7,5.9,5.8,8.2,5.1,11,10.6,7.8,6.7,7.3,15,15,9,12,12.2,13.3,14,7.8,6.7,5.4,9,17,,11,12,12,11.8,,11.82,10.34,12.16,9,9,12.4,18.23,10.6,17,13.7,9.46,5,7,12,10.59,17.23,12.7,12,13,18,13,23,,16,13,14,8.009466,6.496252,6.505944,6.71,,12,,10.54,10.42,10.42
5/11/2014 0:00,6,5,6.1,5.6,3.8,12.7,10.9,7.5,9.1,9.3,10,11,7,8,9.3,9.6,10.2,6.1,6.1,6,8,14,,8,11,13,11.81,,9.27,8.89,10.89,8,9,12.5,14.8,8.8,11,9.71,9.23,6,8,15,8.56,8.88,8.52,11,12,12,11,18,,16,14,11,7.461328,7.18499,6.832438,7.27,,9.2,,9.1,9.41,10.08
5/12/2014 0:00,7,6.1,6.7,5.4,3.9,8.4,10.2,7.4,8.4,7.7,11,9,8,7,10.7,8.9,11.8,6,6.9,7.7,8,13,,12,10,10,11.08,,7.27,8.53,10.53,5,6,12.1,8.48,6.6,8.62,8.17,6.59,7,6,11,7.33,8.7,8.16,17,12,11,7,19,,15,11,9,10.553706,7.674026,6.156752,5.67,,13.6,,6.93,9.41,10.42
5/13/2014 0:00,8,6,9.2,8,4,8.7,9.6,7.8,8,8.8,10,21,8,10,10,6.5,15.6,7,9,9.9,8,11,,9,9,8,11.08,,9.64,9.07,15.42,8,11,9.1,17.5,6.83,7.82,10.7,6.78,6,8,15,8.6,15.05,11.25,12,13,12,11,18,12,12,12,20,9.463837,4.917179,6.232805,5.23,11.1,13.2,,7.91,11.1,11.77
5/14/2014 0:00,7,5.6,7,7.8,5.2,11.5,8.4,9.5,12.5,11.8,13,13,13,9,12.5,16.4,17.3,6.3,10.6,9.7,14,12,,11,13,8,13.08,,12.2,11.97,13.98,8,9,9.7,11.91,8.28,10.7,8.77,9.64,6,8,23,11.07,14.14,9.61,18,12,13,17,23,19,12,16,15,7.824299,6.749879,6.088695,5.25,10.5,14.7,11.48,6.97,14.8,9.91
5/15/2014 0:00,8,7.3,10,10.9,5.8,11,7.8,9.6,14.3,23.8,11,8,7,6,9.3,15.3,12.4,7.6,8.9,8,9,7,8,8,7,6,12.89,8.89,9.45,8.22,10.53,9,9,14.7,13,5.4,6.56,6.38,9.66,4,8,13,7.93,9.25,9.43,12,15,12,17,14,17,14,13,20,7.46758,6.804104,7.065986,5.51,12.3,17,10.52,10.67,12.31,9.58
5/16/2014 0:00,9,9.8,7.2,5.8,8.4,11,8.6,7.6,8.3,15.8,8,10,7,7,9.5,10.9,14,8.5,12.7,10.1,6,7,8,6,6,10,13.44,8.89,11.09,9.25,10.34,8,7,11.5,11.91,5.82,7.48,7.25,8.36,3,,10,4.59,7.43,5.62,18,15,12,19,15,12,11,11,12,6.551887,6.530387,5.668162,6.55,10.4,12.9,10.49,10.64,10.25,11.59
5/17/2014 0:00,,6.8,6.8,7.4,8.8,13,10.6,10.8,9.1,29.5,12,11,5,9,11.6,14,16,9,16.9,9.5,10,12,14,9,11,10,11.44,12.88,8.91,12.16,15.24,10,9,20.9,17.51,9.39,12.3,10.4,13.8,4,8,11,9.71,12.87,11.25,24,13,12,21,15,,10,14,21,8.188667,10.649724,8.429344,10.97,14,15,12.08,12.25,11.6,13.95
5/18/2014 0:00,,6.9,7.4,7.1,7.7,17.2,14.9,14,10.3,25.8,13,15,,8,14.2,16.9,20,10.5,6.3,11.6,11,17,12,10,14,5,15.62,13.43,14.54,14.15,16.7,11,11,15.7,13.99,9.16,8.63,12.9,8.84,10,10,18,11.13,13.42,12.15,12,16,23,27,25,21,22,17,17,10.371934,12.805839,9.592134,10.05,16.4,12.1,14.84,10.93,17.31,12.43
5/19/2014 0:00,,6.8,9.2,7.6,7.4,17,16.7,12.9,13.6,29,13,22,,13,14.5,16.5,22.7,9.9,11.3,11.9,7,12,13,8,9,9,15.08,12.88,10.54,12.7,14.34,10,8,15.6,16.24,9.79,10.6,12.2,8.42,11,16,,7.29,10.52,10.16,12,20,18,16,26,18,19,13,18,10.372311,14.383922,10.718445,8.21,12.7,15.3,15.49,14.24,17.82,12.43
5/20/2014 0:00,9,9.4,15,11.3,9.9,19,18.5,15.5,18.5,20.1,14,15,,13,19.6,17.1,20.7,13.2,15.4,11.6,12,15,17,13,14,,13.26,23.06,14.18,18.87,18.89,11,10,16.9,13.72,13,12.4,15.6,11.3,15,12,28,10.49,18.7,16.14,13,24,24,17,25,20,22,18,,10.192752,17.144661,12.811497,8.42,19.8,16.6,19.5,16.52,18.32,15.45
5/21/2014 0:00,13,9.7,14,12.3,9.5,21.2,18,18.6,21.6,24.2,11,33,,12,15.3,18.2,23.1,14.8,13.3,13.3,12,15,19,15,15,18,17.98,21.05,17.81,19.05,19.78,14,15,14.8,14.08,15.9,16.2,18.1,13.6,20,18,31,14.96,21.4,16.69,15,21,31,21,27,23,20,17,17,10.558509,16.28694,14.402105,12.39,19.3,18.7,19.8,18.76,19.83,15.96
5/22/2014 0:00,17,14.9,,16.3,12.9,22.3,27.7,17.1,19,24.6,26,19,16,9,14.4,17.6,18.5,21.5,16.9,18.6,15,19,22,18,18,12,20.52,17.42,15.27,17.24,18.15,15,17,16.3,14.62,15.5,15.7,15.8,13.3,19,24,26,14.51,16.32,15.78,21,19,25,18,28,23,27,15,19,9.278125,15.892656,16.019296,12.63,21.6,19.8,24.7,21.26,25.04,20.82
5/23/2014 0:00,19,18,19,18.9,15.3,21.2,21.1,15.9,19.9,20.4,15,19,17,14,15.5,19.8,17.3,17.4,18.9,19.6,,22,22,17,20,17,19.25,17.6,16,19.05,21.6,19,20,16.4,16.6,17.3,19.3,16.6,14.4,20,19,21,13.77,15.96,15.06,26,21,36,25,35,27,23,17,23,10.193399,17.432695,16.694612,12.58,24.7,23,23.92,19.2,22.52,21.83
5/24/2014 0:00,11,10.1,12,13.8,8.3,19.6,20.4,14.8,17.6,14.7,15,19,17,14,18.5,14,20.9,12.7,14.3,12.1,20,25,24,22,21,19,21.25,20.14,21.09,20.32,22.69,14,14,19.9,15.88,19.9,20.7,18.7,16.9,16,10,17,18.73,21.94,19.59,15,24,22,20,30,19,21,20,20,,13.438423,12.899522,12.91,14.6,19.4,13.09,9.74,11.6,16.13
5/25/2014 0:00,11,7.7,10,9.4,7.6,12.8,11.7,11.4,13.5,7,17,18,18,16,17.1,15.6,22.7,9.7,10.3,12.8,13,15,19,14,10,13,23.97,16.69,19.63,20.86,21.42,8,8,19.6,,12.3,14.8,15.8,13.4,9,8,12,15.07,16.87,14.69,14,12,13,12,16,15,10,14,14,,9.903289,8.174669,11.51,9.3,11.7,10.08,11.5,9.08,13.4
5/26/2014 0:00,12,9,16,11.6,10.2,11.8,11.4,10.6,8.6,6.6,15,16,15,9,12.4,14.2,19.1,7.4,12,12.3,18,22,19,20,18,15,22.16,10.16,17.09,15.97,,13,15,16.3,13.57,13.2,15.3,,12.9,8,8,10,18.85,19.04,17.41,19,18,20,18,27,20,20,18,23,,8.957243,5.140594,6.86,10.8,14.6,11.05,8.81,9.41,11.42
5/27/2014 0:00,13,9.2,13,12.9,11.3,10.9,7.5,9.1,10.5,5.9,11,9,10,8,14,9.5,18.7,8.7,9.4,12.1,12,15,18,15,15,10,17.98,14.7,12.73,16.51,,14,13,16.5,13.72,11.6,11.2,,13.5,5,5,8,14,15.6,13.06,17,19,16,21,24,19,12,15,12,,8.215705,4.72449,8.51,,16,6.66,8.39,8.74,12.27
5/28/2014 0:00,6,3.2,5.8,9.1,3,8,5.6,7.6,6.6,5,10,13,11,11,9.6,6.5,16.2,4.9,6.7,7,10,13,12,11,16,8,19.43,6.71,13.66,12.16,,14,11,8.6,7.94,8.54,11.5,,10.1,4,4,7,12.49,14.51,12.7,15,19,12,12,22,16,11,11,15,,4.173115,3.743304,5.2,5.9,10.9,5.74,5.44,6.72,10.93
5/29/2014 0:00,6,3.1,4.9,5.4,3.5,8,5.9,4.8,9.1,3.9,5,4,5,3,7.1,11.1,9.6,3.6,7.9,54,5,6,7,5,7,5,12.17,7.44,6.18,7.26,,8,5,5.9,5.05,5.57,9.48,5.37,5.29,,7,10,7.53,5.44,3.81,13,10,11,16,13,14,11,9,12,,4.118153,3.923414,5.25,5.2,7.2,6.57,6.58,7.23,10.08
5/30/2014 0:00,9,6.7,9.5,8,5.8,8,8.7,6.7,10.5,6.7,9,7,7,7,12,14.2,17.5,6.9,8.7,6.6,8,10,8,9,11,9,8.9,10.89,8.91,11.79,,7,8,10.7,9.75,7.06,9.4,8.77,7.63,,8,12,9.68,12.87,9.61,20,14,12,19,15,12,10,11,18,2.729208,7.603597,4.106239,7.65,9.2,11.8,10.17,9.27,9.08,12.43
5/31/2014 0:00,11,7.8,11,9.1,7.2,9.6,7,8.2,9.7,9.1,9,15,10,9,10.9,10.2,14.7,9.9,8.6,9.7,12,17,13,11,13,13,14.35,12.34,11.09,13.06,,10,9,11.7,10.11,8.28,12.5,11.9,10.7,,,12,12.61,13.42,11.43,18,17,18,22,18,15,14,14,16,3.459011,5.078527,5.631551,6.94,10.1,13.2,10.44,12.72,12.61,12.43
6/1/2014 0:00,12,9.9,12,7.8,8.8,9.7,6.4,7.9,10.6,8.4,5,5,6,6,9.8,10.9,12,8.3,7.7,10.3,6,16,11,8,9,12,15.62,10.89,7.82,8.16,,8,8,6.7,6.68,6.4,9.7,8.12,6.27,9,,11,8.15,8.34,5.98,14,13,15,15,18,13,11,14,15,2.183883,3.991466,3.470834,6.14,9.9,13.2,11.13,12.42,10.59,11.76
6/2/2014 0:00,10,7.1,10,8.7,8.1,6.7,7.2,6.6,10.3,6.1,7,5,4,2,9.1,17,11.8,7.2,8,9.2,8,11,11,8,10,12,9.99,13.61,5.27,9.62,,8,9,8.8,11.19,6.69,9.98,7.24,4.59,6,,9,6.62,6.34,6.17,14,13,14,12,17,15,10,10,14,3.275646,4.753205,3.453252,7.69,9.2,13.1,4.16,8.35,7.23,11.09
